pc,delta_id,raw_delta
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,679,-40968384
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,703,-16882112
2833065393,805,16882112
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,750,-384
2833065393,748,-768
2833065393,752,0
2833065393,752,0
2833065393,749,-576
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,568,-203528320
2833065393,752,0
2833065393,752,0
2833065393,738,-2688
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,568,-203528320
2833065393,752,0
2833065393,1354,2323648704
2833065393,278,-2120119040
2833065393,1245,2120119040
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,756,768
2833065393,748,-768
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,278,-2120119040
2833065393,752,0
2833065393,1245,2120119040
2833065393,278,-2120119040
2833065393,1245,2120119040
2833065393,752,0
2833065393,278,-2120119040
2833065393,1245,2120119040
2833065393,169,-2323651200
2833065393,1327,2283509440
2833065393,190,-2283509440
2833065393,752,0
2833065393,752,0
2833065393,748,-768
2833065393,752,0
2833065393,756,768
2833065393,752,0
2833065393,765,2496
2833065393,739,-2496
2833065393,1327,2283509440
2833065393,744,-1536
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,755,576
2833065393,600,-163388672
2833065393,752,0
2833065393,1327,2283509440
2833065393,752,0
2833065393,190,-2283509440
2833065393,765,2496
2833065393,734,-3264
2833065393,756,768
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,765,2496
2833065393,600,-163388672
2833065393,752,0
2833065393,748,-768
2833065393,756,768
2833065393,743,-1728
2833065393,1177,1917619008
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,287,-2081005184
2833065393,739,-2496
2833065393,1327,2283509440
2833065393,739,-2496
2833065393,1233,2081007680
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,287,-2081005184
2833065393,739,-2496
2833065393,904,163388672
2833065393,1177,1917619008
2833065393,343,-1917619008
2833065393,752,0
2833065393,600,-163388672
2833065393,1327,2283509440
2833065393,190,-2283509440
2833065393,1233,2081007680
2833065393,343,-1917619008
2833065393,600,-163388672
2833065393,904,163388672
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,649,-81889536
2833065393,850,81889536
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,1169,1847840960
2833065393,346,-1888809344
2833065393,600,-163388672
2833065393,761,1728
2833065393,743,-1728
2833065393,753,192
2833065393,737,-2880
2833065393,752,0
2833065393,600,-163388672
2833065393,904,163388672
2833065393,752,0
2833065393,752,0
2833065393,333,-1943995584
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1432,2804330496
2833065393,752,0
2833065393,98,-2804330496
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,679,-40968384
2833065393,752,0
2833065393,830,40968384
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1171,1888809344
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1171,1888809344
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,1171,1888809344
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1188,1943998848
2833065393,752,0
2833065393,332,-1943998848
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,842,74011392
2833065393,752,0
2833065393,753,192
2833065393,657,-74011584
2833065393,842,74011392
2833065393,752,0
2833065393,658,-74011392
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1359,2374981184
2833065393,161,-2374981184
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1359,2374981184
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,161,-2374981184
2833065393,1457,2884228864
2833065393,752,0
2833065393,73,-2884228864
2833065393,1359,2374981184
2833065393,752,0
2833065393,752,0
2833065393,161,-2374981184
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,842,74011392
2833065393,658,-74011392
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1453,2881955008
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,77,-2881955008
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,679,-40968384
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1459,2884231936
2833065393,752,0
2833065393,71,-2884231936
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1359,2374981184
2833065393,161,-2374981184
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1276,2196017344
2833065393,241,-2196017344
2833065393,1459,2884231936
2833065393,805,16882112
2833065393,1459,2884231936
2833065393,71,-2884231936
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,527,-307083776
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,756,768
2833065393,749,-576
2833065393,767,2880
2833065393,714,-3817856
2833065393,1105,689755520
2833065393,97,-2807943616
2833065393,738,-2688
2833065393,767,2880
2833065393,355,-1034467392
2833065393,1110,734656000
2833065393,752,0
2833065393,1240,2114609152
2833065393,347,-1847840960
2833065393,1262,2154924736
2833065393,752,0
2833065393,752,0
2833065393,733,-3456
2833065393,373,-889779008
2833065393,733,-3456
2833065393,761,1728
2833065393,733,-3456
2833065393,761,1728
2833065393,749,-576
2833065393,750,-384
2833065393,755,576
2833065393,758,1152
2833065393,741,-2112
2833065393,756,768
2833065393,751,-192
2833065393,1091,654629760
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,771,3456
2833065393,766,2688
2833065393,742,-1920
2833065393,734,-3264
2833065393,773,3840
2833065393,734,-3264
2833065393,752,0
2833065393,752,0
2833065393,373,-889779008
2833065393,740,-2304
2833065393,752,0
2833065393,842,74011392
2833065393,658,-74011392
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1206,1989972544
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1171,1888809344
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,755,576
2833065393,752,0
2833065393,761,1728
2833065393,743,-1728
2833065393,763,2112
2833065393,738,-2688
2833065393,752,0
2833065393,848,80232448
2833065393,752,0
2833065393,752,0
2833065393,753,192
2833065393,756,768
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,751,-192
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,750,-384
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,927,189411072
2833065393,752,0
2833065393,752,0
2833065393,742,-1920
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,927,189411072
2833065393,752,0
2833065393,747,-960
2833065393,580,-189409920
2833065393,926,189409920
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,314,-1989972544
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,679,-40968384
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,1169,1847840960
2833065393,752,0
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,848,80232448
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,767,2880
2833065393,752,0
2833065393,580,-189409920
2833065393,752,0
2833065393,926,189409920
2833065393,580,-189409920
2833065393,926,189409920
2833065393,752,0
2833065393,580,-189409920
2833065393,926,189409920
2833065393,761,1728
2833065393,405,-700372544
2833065393,1107,700372544
2833065393,752,0
2833065393,752,0
2833065393,849,80233024
2833065393,752,0
2833065393,1112,780605568
2833065393,650,-80233024
2833065393,752,0
2833065393,762,1920
2833065393,742,-1920
2833065393,405,-700372544
2833065393,737,-2880
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,750,-384
2833065393,858,90279744
2833065393,752,0
2833065393,405,-700372544
2833065393,752,0
2833065393,1107,700372544
2833065393,762,1920
2833065393,650,-80233024
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,762,1920
2833065393,858,90279744
2833065393,752,0
2833065393,849,80233024
2833065393,859,90281664
2833065393,752,0
2833065393,742,-1920
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,405,-700372544
2833065393,859,90281664
2833065393,742,-1920
2833065393,752,0
2833065393,752,0
2833065393,858,90279744
2833065393,752,0
2833065393,752,0
2833065393,405,-700372544
2833065393,1112,780605568
2833065393,752,0
2833065393,743,-1728
2833065393,256,-2160268864
2833065393,752,0
2833065393,752,0
2833065393,703,-16882112
2833065393,805,16882112
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,649,-81889536
2833065393,850,81889536
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,830,40968384
2833065393,679,-40968384
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1276,2196017344
2833065393,729,-124224
2833065393,752,0
2833065393,1285,2212896384
2833065393,548,-267382592
2833065393,751,-192
2833065393,739,-2496
2833065393,763,2112
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,745,-1344
2833065393,755,576
2833065393,738,-2688
2833065393,770,3264
2833065393,744,-1536
2833065393,766,2688
2833065393,755,576
2833065393,754,384
2833065393,752,0
2833065393,752,0
2833065393,1108,722477056
2833065393,402,-722473984
2833065393,747,-960
2833065393,402,-722473984
2833065393,954,266768192
2833065393,1262,2154924736
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1171,1888809344
2833065393,346,-1888809344
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,1206,1989972544
2833065393,314,-1989972544
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,925,187312640
2833065393,742,-1920
2833065393,754,384
2833065393,752,0
2833065393,752,0
2833065393,746,-1152
2833065393,771,3456
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,752,0
2833065393,736,-3072
